,val_score,train_loss,val_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/batch_size,config/betas,config/decoder_lr,config/encoder_lr,config/epochs,config/eps,config/fc_dropout,config/min_lr,config/model,config/n_fold,config/num_workers,config/seed,config/target_size,config/warmup_steps,config/weight_decay,logdir
0,0.6134706616697575,0.5767638087272644,0.6001981496810913,130.39821124076843,False,,,4,9a289_00000,1ee5d9b0fb3b4f45870ef2db25978d0a,2022-11-14_00-00-17,1668380417,567.6191871166228,3350669,c4130-p100,131.114.50.210,567.6191871166228,0,4,0.005148887634277344,32,"[0.9, 0.999]",2e-05,2e-05,2,1e-06,0.2,1e-06,distilbert-base-uncased,2,16,42,1,0,0.01,/storagenfs/m.petix/ray_results/tune_uspppm/trainable_9a289_00000_0_model=distilbert-base-uncased_2022-11-13_23-50-43
